tipo_grafo,busca_BTSL_10%,busca_BTSL_25%,busca_BTSL_50%,busca_BTSL_75%,busca_BTSL_average,busca_BTDSATUR_10%,busca_BTDSATUR_25%,busca_BTDSATUR_50%,busca_BTDSATUR_75%,busca_BTDSATUR_average
28.0,0.008567755222320556,0.017372477054595947,0.033571069240570066,0.034029138088226316,0.02338510990142822,0.007306449413299561,0.012738029956817627,0.023513145446777343,0.02618772506713867,0.017436337471008298
29.0,0.009555191993713378,0.018663649559020997,0.042193191051483156,0.04259864091873169,0.028252668380737304,0.008092074394226075,0.014602816104888916,0.02894707679748535,0.03808318853378296,0.022431288957595826
30.0,0.011370291709899902,0.020777580738067628,0.04743852138519287,0.05727269887924194,0.03421477317810058,0.008250370025634765,0.015828795433044433,0.03013465166091919,0.04610780954360962,0.025080406665802
31.0,0.011902627944946289,0.0263584303855896,0.067129065990448,0.07887361526489257,0.04606593489646912,0.008804588317871094,0.01691283464431763,0.04322293043136596,0.05516998291015625,0.031027584075927733
32.0,0.013773458003997803,0.03075744390487671,0.10308557748794556,0.08689594268798828,0.05862810552120209,0.010798447132110596,0.017297430038452147,0.054610190391540525,0.07110948324203491,0.03845388770103454
33.0,0.01626478910446167,0.03101036310195923,0.1334274411201477,0.18179542541503907,0.09062450468540191,0.011160500049591064,0.02074101448059082,0.058362863063812255,0.10328763723373413,0.04838800370693207
34.0,0.01846902847290039,0.041579220294952396,0.21033622026443483,0.36304420709609986,0.1583571690320969,0.013694677352905273,0.02374959468841553,0.09135382652282714,0.15635643720626832,0.07128863394260405
35.0,0.021646182537078857,0.10400665283203125,0.4045455527305603,0.30883389234542846,0.2097580701112747,0.014646291732788086,0.02657320022583008,0.14775091648101807,0.1870296549797058,0.09400001585483551
36.0,0.0212351131439209,0.059527010917663575,0.4463891315460205,0.5708263802528382,0.27449440896511074,0.015223078727722168,0.027638072967529296,0.16583779335021973,0.23706241369247436,0.11144033968448638
37.0,0.02344040632247925,0.06157990455627441,0.5578732085227966,0.897600576877594,0.38512352406978606,0.017415211200714112,0.03039527893066406,0.21934412956237792,0.30422778367996217,0.14284560084342957
38.0,0.02894636392593384,0.07813027143478393,0.9524806857109069,1.1897834134101868,0.5623351836204528,0.02038297414779663,0.043892080783844,0.35597767114639284,0.5811132621765137,0.2503414970636368
39.0,0.02994466304779053,0.1061794662475586,1.0782027101516725,2.058605830669403,0.8182331675291061,0.020857269763946532,0.04535752296447754,0.7193921709060669,0.822969195842743,0.4021440398693085
40.0,0.03232882738113403,0.16625324487686158,2.177866749763489,2.4151593136787413,1.1979020339250563,0.021964082717895506,0.06040385484695435,0.6708944129943848,1.2384352350234986,0.4979243963956833
41.0,0.034787118434906006,0.3311116695404053,3.1902412128448487,4.009705336093902,1.8914613342285156,0.024600868225097657,0.09772750377655029,1.0033615517616272,2.0013155841827395,0.7817513769865037
42.0,0.03831738710403442,0.4074070334434509,5.082315061092377,6.837675635814667,3.0914287793636324,0.027031190395355224,0.093661208152771,2.3250659489631653,4.201046335697174,1.6617011708021163
43.0,0.04863893508911133,0.5788672471046448,13.249809679985047,10.225424132347108,6.025684998631478,0.025453581809997558,0.12823296308517457,2.7190433025360106,3.333560450077057,1.5515725743770599
44.0,0.04422388792037964,0.8348922514915467,19.575735645294188,15.891414256095887,9.0865665102005,0.031023876667022707,0.191231689453125,2.5689723443984986,8.735524020195008,2.881687982678414
45.0,0.058935492038726806,1.562427387237549,25.873817059993744,33.14835903406143,15.160884743332861,0.026732177734375,0.2705726933479309,4.223604774475097,9.078222210407256,3.399782963991165
46.0,0.16875602722167968,14.474190549850464,28.110331528186798,29.481926589012147,18.058801173567772,0.029997420310974122,0.20469566583633422,9.79499665260315,15.573766975402831,6.400864178538321
